id,product_name,product_price,brand,product_image_url,product_info,real_pdp_url
8100001270,"Apple iPhone Xs Max 512GB, Silver",19999000,Apple,https://cdn.eraspace.com/pub/media/catalog/product/i/p/iphone-xs-max-silver_1_2_1.jpg,Stok Habis,https://ibox.co.id/product/apple-iphone-xs-max-512gb-silver-qr-new
8100001269,"Apple iPhone Xs Max 512GB, Space Grey",19999000,Apple,https://cdn.eraspace.com/pub/media/catalog/product/i/p/iphone-xs-max-space-gray_1_2_1.jpg,Stok Habis,https://ibox.co.id/product/apple-iphone-xs-max-512gb-space-grey-new
